session_id,model,accuracy,f1,mcc
mmgpgi4g1jzpv2,softmax_mvt,0.6184857423795477,0.6755852842809364,0.2904066339012295
mmgpiq4ct3r8s1,mvt_threshold,0.7305882352941176,0.717632552404439,0.46111323472479926
mmgpiq4ct3r8s1,patch_leaving,0.5117647058823529,0.5235361653272101,0.032786999679280525
mmgpiq4ct3r8s1,softmax_mvt,0.5470588235294118,0.644506001846722,0.1783904616794243
mmgpqa16u4u07b,mvt_threshold,0.8468559837728195,0.8500496524329693,0.6938676622051364
mmgpqa16u4u07b,patch_leaving,0.6044624746450304,0.6052631578947368,0.20896646223641682
mmgpqa16u4u07b,softmax_mvt,0.6146044624746451,0.7134238310708899,0.30567482831957393
mmgpy8l4xh9nto,mvt_threshold,0.5892531876138434,0.5881278538812785,0.17866546801784453
mmgpy8l4xh9nto,patch_leaving,0.5391621129326047,0.5416666666666666,0.07872978338162938
mmgpy8l4xh9nto,softmax_mvt,0.5564663023679417,0.6302201974183751,0.13066298863781844
mmgq3qouddjc6z,mvt_threshold,0.7302688638334779,0.7269534679543459,0.46051202609681446
mmgq3qouddjc6z,patch_leaving,0.4336513443191674,0.44235695986336465,-0.13256555742326281
mmgq3qouddjc6z,softmax_mvt,0.6105810928013877,0.6914089347079038,0.26458874656708764
mmgqyc7ozjls4u,mvt_threshold,0.686829268292683,0.6831194471865746,0.3737937082712505
mmgqyc7ozjls4u,patch_leaving,0.535609756097561,0.5258964143426295,0.07084580843447462
mmgqyc7ozjls4u,softmax_mvt,0.584390243902439,0.6645669291338583,0.2094452013570472
mmgr4s188ypj5i,mvt_threshold,0.8366141732283464,0.8333333333333334,0.6731016731016731
mmgr4s188ypj5i,patch_leaving,0.5984251968503937,0.6061776061776062,0.19839753079929273
mmgr4s188ypj5i,softmax_mvt,0.6732283464566929,0.7233333333333334,0.3830770301727411
mmgr4wtlfg07a6,mvt_threshold,0.5962343096234309,0.5936842105263158,0.19252032199517194
mmgr4wtlfg07a6,patch_leaving,0.5104602510460251,0.511482254697286,0.021202264311993273
mmgr4wtlfg07a6,softmax_mvt,0.6056485355648535,0.6512488436632747,0.22407761165638224
mmgr8c41csnx7y,mvt_threshold,0.718887262079063,0.6893203883495146,0.43283536659967137
mmgr8c41csnx7y,patch_leaving,0.6588579795021962,0.6211382113821138,0.3109565123567996
mmgr8c41csnx7y,softmax_mvt,0.5578330893118595,0.6047120418848168,0.1632889251631552
mmh0l2c7syhpy7,mvt_threshold,0.6981499513145083,0.7024952015355086,0.39706680275915623
mmh0l2c7syhpy7,patch_leaving,0.5939629990262901,0.5800604229607251,0.19340883346447982
mmh0l2c7syhpy7,softmax_mvt,0.5959104186952289,0.5870646766169154,0.19595298456085633
mmh0l48d4j1y4y,mvt_threshold,0.521689497716895,0.5420765027322404,0.04207928487249517
mmh0l48d4j1y4y,patch_leaving,0.432648401826484,0.428078250863061,-0.13407035681472412
mmh0l48d4j1y4y,softmax_mvt,0.58675799086758,0.6197478991596639,0.17243818291235544
mmh0le5hn8utpd,mvt_threshold,0.8048289738430584,0.8086785009861933,0.6106025923815107
mmh0le5hn8utpd,patch_leaving,0.6428571428571429,0.6509341199606686,0.28642748235084287
