session_id,model,phase,accuracy,precision,recall,f1,mcc
mmglwqjl2idcz3,kinetic,Ph 4,0.6065573770491803,0.5774647887323944,0.6949152542372882,0.6307692307692307,0.2216052284090608
mmglwqjl2idcz3,behavioral_momentum,Full,0.8490566037735849,0.8598726114649682,0.8598726114649682,0.8598726114649682,0.6963038382307674
mmglwqjl2idcz3,behavioral_momentum,Ph 1,0.936,0.9368421052631579,0.978021978021978,0.956989247311828,0.8351588664231823
mmglwqjl2idcz3,behavioral_momentum,Ph 2,0.8658536585365854,0.9161290322580645,0.9403973509933775,0.9281045751633987,-0.07070312476947777
mmglwqjl2idcz3,behavioral_momentum,Ph 3,0.9767441860465116,1.0,0.6923076923076923,0.8181818181818182,0.8217776746080357
mmglwqjl2idcz3,behavioral_momentum,Ph 4,0.5573770491803278,0.5454545454545454,0.5084745762711864,0.5263157894736842,0.11213290412384011
mmglwqjl2idcz3,hill_climbing,Full,0.9039451114922813,0.9134615384615384,0.9076433121019108,0.9105431309904153,0.8068609121725169
mmglwqjl2idcz3,hill_climbing,Ph 1,0.92,0.9550561797752809,0.9340659340659341,0.9444444444444444,0.802281795596187
mmglwqjl2idcz3,hill_climbing,Ph 2,0.9573170731707317,0.98,0.9735099337748344,0.9767441860465116,0.7181046299219349
mmglwqjl2idcz3,hill_climbing,Ph 3,0.9825581395348837,0.8125,1.0,0.896551724137931,0.8928436656664787
mmglwqjl2idcz3,hill_climbing,Ph 4,0.7049180327868853,0.7017543859649122,0.6779661016949152,0.6896551724137931,0.40878522845362697
mmglwqjl2idcz3,q_learning,Full,0.8782161234991424,0.8957654723127035,0.8757961783439491,0.8856682769726248,0.7556481636917384
mmglwqjl2idcz3,q_learning,Ph 1,0.904,0.9340659340659341,0.9340659340659341,0.9340659340659341,0.7575953458306399
mmglwqjl2idcz3,q_learning,Ph 2,0.8963414634146342,0.9407894736842105,0.9470198675496688,0.9438943894389439,0.26423931664094796
mmglwqjl2idcz3,q_learning,Ph 3,0.9825581395348837,1.0,0.7692307692307693,0.8695652173913043,0.8688991627258914
mmglwqjl2idcz3,q_learning,Ph 4,0.680327868852459,0.6851851851851852,0.6271186440677966,0.6548672566371682,0.3594599075022589
mmglwqjl2idcz3,q_dual_alpha,Full,0.8765008576329331,0.8954248366013072,0.8726114649681529,0.8838709677419355,0.7523352799592863
